company_id,type,rule_id,text,confidence_pct
INDIGO,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
INDIGO,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
INDIGO,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
INDIGO,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
INDIGO,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
INDIGO,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
INDIGO,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
INDIGO,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
INDIGO,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
INDIGO,Con,CF,The company should continue improving financial performance across key metrics.,65
INDUSINDBK,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
INDUSINDBK,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
INDUSINDBK,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
INDUSINDBK,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
INDUSINDBK,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
INDUSINDBK,Con,C1,Debt-to-equity ratio of 6.89 is elevated and warrants monitoring.,90
INDUSINDBK,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
INDUSINDBK,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
INDUSINDBK,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
INFY,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
INFY,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
INFY,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
INFY,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
INFY,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
INFY,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
INFY,Con,CF,The company should continue improving financial performance across key metrics.,65
IOC,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
IOC,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
IOC,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
IOC,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
IOC,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
IOC,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
IOC,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
IOC,Con,CF,The company should continue improving financial performance across key metrics.,65
IRCTC,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
IRCTC,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
IRCTC,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
IRCTC,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
IRCTC,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
IRCTC,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
IRCTC,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
IRCTC,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
IRCTC,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
IRCTC,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
IRCTC,Con,CF,The company should continue improving financial performance across key metrics.,65
IRFC,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
IRFC,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
IRFC,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
IRFC,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
IRFC,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
IRFC,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
IRFC,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
IRFC,Con,C1,Debt-to-equity ratio of 8.38 is elevated and warrants monitoring.,90
IRFC,Con,C6,Interest coverage below 1.5x indicates elevated debt servicing risk.,90
IRFC,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
IRFC,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
ITC,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
ITC,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
ITC,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
ITC,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
ITC,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
ITC,Con,CF,The company should continue improving financial performance across key metrics.,65
JINDALSTEL,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
JINDALSTEL,Con,C5,Revenue growth below 5% indicates weak business momentum.,80
JINDALSTEL,Con,C8,Low composite quality score reflects weak overall financial quality.,85
JINDALSTEL,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
JINDALSTEL,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
JINDALSTEL,Pro,PF,The company maintains an established business presence within its industry.,65
JIOFIN,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
JIOFIN,Pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,90
JIOFIN,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
JIOFIN,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
JIOFIN,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
JIOFIN,Con,C8,Low composite quality score reflects weak overall financial quality.,85
JIOFIN,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
JSWENERGY,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
JSWENERGY,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
JSWENERGY,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
JSWENERGY,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
JSWENERGY,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
JSWENERGY,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
JSWENERGY,Con,C5,Revenue growth below 5% indicates weak business momentum.,80
JSWENERGY,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
JSWENERGY,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
JSWSTEEL,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
JSWSTEEL,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
JSWSTEEL,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
JSWSTEEL,Con,C9,Earnings per share growth below 5% indicates weak earnings momentum.,80
JSWSTEEL,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
KOTAKBANK,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
KOTAKBANK,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
KOTAKBANK,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
KOTAKBANK,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
KOTAKBANK,Con,C1,Debt-to-equity ratio of 4.00 is elevated and warrants monitoring.,90
KOTAKBANK,Con,C3,Operating margin below 10% indicates weak operating profitability.,80
KOTAKBANK,Con,C6,Interest coverage below 1.5x indicates elevated debt servicing risk.,90
KOTAKBANK,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
KOTAKBANK,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
LICI,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LICI,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
LICI,Pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,90
LICI,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
LICI,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
LICI,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
LICI,Con,C3,Operating margin below 10% indicates weak operating profitability.,80
LODHA,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
LODHA,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
LODHA,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
LODHA,Con,C5,Revenue growth below 5% indicates weak business momentum.,80
LODHA,Con,C8,Low composite quality score reflects weak overall financial quality.,85
LODHA,Con,C9,Earnings per share growth below 5% indicates weak earnings momentum.,80
LODHA,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
LODHA,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
LT,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LT,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
LT,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
LT,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
LT,Con,CF,The company should continue improving financial performance across key metrics.,65
LTIM,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
LTIM,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
LTIM,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
LTIM,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
LTIM,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
LTIM,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
LTIM,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
LTIM,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
LTIM,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
LTIM,Con,CF,The company should continue improving financial performance across key metrics.,65
M&M,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
M&M,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
M&M,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
MARUTI,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
MARUTI,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
MARUTI,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
MARUTI,Con,CF,The company should continue improving financial performance across key metrics.,65
MOTHERSON,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
MOTHERSON,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
MOTHERSON,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
MOTHERSON,Con,C3,Operating margin below 10% indicates weak operating profitability.,80
MOTHERSON,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
MOTHERSON,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
NAUKRI,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
NAUKRI,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
NAUKRI,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
NAUKRI,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
NAUKRI,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
NAUKRI,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
NAUKRI,Con,C9,Earnings per share growth below 5% indicates weak earnings momentum.,80
NAUKRI,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
NESTLEIND,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
NESTLEIND,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
NESTLEIND,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
NESTLEIND,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
NESTLEIND,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
NESTLEIND,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
NESTLEIND,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
NESTLEIND,Con,CF,The company should continue improving financial performance across key metrics.,65
NHPC,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
NHPC,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
NHPC,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
NHPC,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
NHPC,Con,C5,Revenue growth below 5% indicates weak business momentum.,80
NHPC,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
NHPC,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
NTPC,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
NTPC,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
NTPC,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
NTPC,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
NTPC,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
ONGC,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
ONGC,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
ONGC,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
ONGC,Con,CF,The company should continue improving financial performance across key metrics.,65
PFC,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
PFC,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
PFC,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
PFC,Con,C1,Debt-to-equity ratio of 8.52 is elevated and warrants monitoring.,90
PFC,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
PFC,Con,C6,Interest coverage below 1.5x indicates elevated debt servicing risk.,90
PFC,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
PIDILITIND,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
PIDILITIND,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
PIDILITIND,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
PIDILITIND,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
PIDILITIND,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
PIDILITIND,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
PIDILITIND,Con,CF,The company should continue improving financial performance across key metrics.,65
PNB,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
PNB,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
PNB,Con,C1,Debt-to-equity ratio of 3.68 is elevated and warrants monitoring.,90
PNB,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
PNB,Con,C8,Low composite quality score reflects weak overall financial quality.,85
POWERGRID,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
POWERGRID,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
POWERGRID,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
POWERGRID,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
RECLTD,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
RECLTD,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
RECLTD,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
RECLTD,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
RECLTD,Con,C1,Debt-to-equity ratio of 6.42 is elevated and warrants monitoring.,90
RECLTD,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
RECLTD,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
RELIANCE,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
RELIANCE,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
RELIANCE,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
RELIANCE,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
SBILIFE,Pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,90
SBILIFE,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
SBILIFE,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
SBILIFE,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
SBILIFE,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
SBILIFE,Con,C3,Operating margin below 10% indicates weak operating profitability.,80
SBILIFE,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
SHREECEM,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
SHREECEM,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
SHREECEM,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
SHREECEM,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
SHREECEM,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
SHRIRAMFIN,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
SHRIRAMFIN,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
SHRIRAMFIN,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
SHRIRAMFIN,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
SHRIRAMFIN,Con,C1,Debt-to-equity ratio of 3.99 is elevated and warrants monitoring.,90
SHRIRAMFIN,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
SHRIRAMFIN,Con,C6,Interest coverage below 1.5x indicates elevated debt servicing risk.,90
SHRIRAMFIN,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
SIEMENS,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
SIEMENS,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
SIEMENS,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
SIEMENS,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
SIEMENS,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
SIEMENS,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
SIEMENS,Con,CF,The company should continue improving financial performance across key metrics.,65
SUNPHARMA,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
SUNPHARMA,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
SUNPHARMA,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
SUNPHARMA,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
SUNPHARMA,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
SUNPHARMA,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
SUNPHARMA,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
SUNPHARMA,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
SUNPHARMA,Con,CF,The company should continue improving financial performance across key metrics.,65
TATACONSUM,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
TATACONSUM,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
TATACONSUM,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
TATACONSUM,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
TATACONSUM,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
TATACONSUM,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
TATACONSUM,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
TATACONSUM,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
TATACONSUM,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
TATAMOTORS,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TATAMOTORS,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
TATAMOTORS,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
TATAMOTORS,Con,C8,Low composite quality score reflects weak overall financial quality.,85
TATAMOTORS,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
TATAPOWER,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
TATAPOWER,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
TATAPOWER,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
TATAPOWER,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
TATAPOWER,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
TATASTEEL,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
TATASTEEL,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
TATASTEEL,Con,C8,Low composite quality score reflects weak overall financial quality.,85
TATASTEEL,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
TATASTEEL,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
TCS,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TCS,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
TCS,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
TCS,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
TCS,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
TCS,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
TCS,Con,CF,The company should continue improving financial performance across key metrics.,65
TECHM,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
TECHM,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
TECHM,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
TECHM,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
TECHM,Con,C3,Operating margin below 10% indicates weak operating profitability.,80
TECHM,Con,C4,Return on equity below 10% suggests inefficient capital utilization.,80
TECHM,Con,C7,Dividend payout above 100% may not be sustainable over the long term.,85
TECHM,Con,C8,Low composite quality score reflects weak overall financial quality.,85
TECHM,Con,C9,Earnings per share growth below 5% indicates weak earnings momentum.,80
TECHM,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
TECHM,Con,C12,Weak quality score together with slow revenue growth indicates limited business strength.,85
TITAN,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TITAN,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
TITAN,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
TITAN,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
TITAN,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
TITAN,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
TITAN,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
TITAN,Pro,P11,Revenue growth exceeding profit growth indicates stable operating expansion.,75
TITAN,Con,CF,The company should continue improving financial performance across key metrics.,65
TORNTPHARM,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TORNTPHARM,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
TORNTPHARM,Pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,80
TORNTPHARM,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
TORNTPHARM,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
TORNTPHARM,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
TORNTPHARM,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
TORNTPHARM,Con,CF,The company should continue improving financial performance across key metrics.,65
TRENT,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TRENT,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
TRENT,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
TRENT,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
TRENT,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
TRENT,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
TRENT,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
TRENT,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
TRENT,Con,CF,The company should continue improving financial performance across key metrics.,65
TVSMOTOR,Pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,90
TVSMOTOR,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
TVSMOTOR,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
TVSMOTOR,Con,C1,Debt-to-equity ratio of 3.83 is elevated and warrants monitoring.,90
TVSMOTOR,Con,C2,Negative free cash flow raises concern about cash generation quality.,85
TVSMOTOR,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
ULTRACEMCO,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
ULTRACEMCO,Pro,P6,Net profit compounding above 20% over five years creates significant shareholder value.,90
ULTRACEMCO,Pro,P7,Very high interest coverage reflects negligible financial stress from debt servicing.,85
ULTRACEMCO,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
ULTRACEMCO,Pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality.,85
ULTRACEMCO,Pro,P10,High composite quality score reflects consistently strong financial performance.,80
ULTRACEMCO,Pro,P12,Strong balance sheet with low leverage supports sustainable long-term growth.,90
ULTRACEMCO,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
UNIONBANK,Pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,85
UNIONBANK,Pro,P4,Revenue growing above 15% CAGR reflects strong business momentum.,85
UNIONBANK,Pro,P8,Consistent dividend payout backed by positive free cash flow reflects healthy shareholder returns.,80
UNIONBANK,Con,C1,Debt-to-equity ratio of 12.82 is elevated and warrants monitoring.,90
UNIONBANK,Con,C3,Operating margin below 10% indicates weak operating profitability.,80
UNIONBANK,Con,C6,Interest coverage below 1.5x indicates elevated debt servicing risk.,90
UNIONBANK,Con,C8,Low composite quality score reflects weak overall financial quality.,85
UNIONBANK,Con,C10,Return on equity below 15% suggests the business is generating modest shareholder returns.,75
UNIONBANK,Con,C11,High leverage combined with weak interest coverage increases financial risk.,90
